1	607	946	24.12.2021	-4,35
2	362	933	24.12.2021	-0,65
3	737	944	24.12.2021	-4,86
4	107	36	24.12.2021	-0,31
5	312	840	24.12.2021	4,26
6	319	975	24.12.2021	3,31
7	685	36	24.12.2021	-0,96
8	654	934	24.12.2021	-1,12
9	771	826	24.12.2021	1,58
10	784	975	24.12.2021	-1,99
11	440	944	24.12.2021	2,6
12	759	826	24.12.2021	-0,42
13	969	756	24.12.2021	2,06
14	512	933	24.12.2021	-3,99
15	767	156	24.12.2021	-3,36
16	111	756	24.12.2021	4,91
17	319	975	24.12.2021	-4,54
18	579	978	24.12.2021	-3,03
19	798	934	24.12.2021	-0,05
20	679	826	24.12.2021	1,2
21	230	944	24.12.2021	0,4
22	392	36	24.12.2021	-1,87
23	131	702	24.12.2021	-0,16
24	899	933	24.12.2021	-3,69
25	569	756	24.12.2021	4,02
26	843	36	24.12.2021	-0,99
27	952	946	24.12.2021	4,62
28	6	978	24.12.2021	-1,84
29	124	826	24.12.2021	-2,26
30	526	978	24.12.2021	-1,8
31	190	208	24.12.2021	-1,32
32	798	986	24.12.2021	-2,67
33	762	934	24.12.2021	-4,19
34	715	978	24.12.2021	-0,67
35	584	934	24.12.2021	4,62
36	427	978	24.12.2021	4,97
37	884	156	24.12.2021	-4,37
38	33	826	24.12.2021	-1,62
39	54	826	24.12.2021	-4,25
40	541	208	24.12.2021	4,72
41	63	156	24.12.2021	3,53
42	483	840	24.12.2021	-0,35
43	81	124	24.12.2021	0,89
44	173	36	24.12.2021	4,89
45	385	944	24.12.2021	2,47
46	284	826	24.12.2021	0,71
47	461	933	24.12.2021	1,5
48	588	933	24.12.2021	2,47
49	198	36	24.12.2021	4,59
50	136	156	24.12.2021	0,02
51	422	946	24.12.2021	-4,64
52	882	985	24.12.2021	2,77
53	466	975	24.12.2021	3,17
54	481	960	24.12.2021	4,48
55	281	208	24.12.2021	-2,29
56	229	826	24.12.2021	2,77
57	473	975	24.12.2021	-4,83
58	701	946	24.12.2021	-3,99
59	986	960	24.12.2021	0,73
60	517	840	24.12.2021	-1,53
61	364	756	24.12.2021	-2,83
62	733	756	24.12.2021	1,8
63	635	702	24.12.2021	4,32
64	878	933	24.12.2021	-2,78
65	559	826	24.12.2021	1,94
66	198	944	24.12.2021	2,25
67	294	208	24.12.2021	4,92
68	815	933	24.12.2021	-4,55
69	850	960	24.12.2021	2,16
70	830	986	24.12.2021	-1,6
71	326	985	24.12.2021	2,26
72	600	933	24.12.2021	0,45
73	527	702	24.12.2021	0
74	873	960	24.12.2021	2,09
75	798	986	24.12.2021	0,09
76	815	208	24.12.2021	-1,07
77	388	756	24.12.2021	3,07
78	405	208	24.12.2021	4,82
79	358	124	24.12.2021	2,2
80	732	208	24.12.2021	-0,73
81	94	934	24.12.2021	-0,98
82	999	756	24.12.2021	-1,18
83	614	208	24.12.2021	-3,06
84	168	933	24.12.2021	-0,12
85	512	756	24.12.2021	-4,46
86	702	985	24.12.2021	-3,23
87	777	156	24.12.2021	0,4
88	980	156	24.12.2021	0,26
89	128	156	24.12.2021	4,56
90	263	933	24.12.2021	3,71
91	451	933	24.12.2021	-0,91
92	593	124	24.12.2021	-0,16
93	400	702	24.12.2021	3,89
94	745	208	24.12.2021	2,62
95	959	702	24.12.2021	4,87
96	374	840	24.12.2021	-3,32
97	522	960	24.12.2021	4,48
98	84	944	24.12.2021	3,21
99	584	985	24.12.2021	-3,9
100	437	960	24.12.2021	1,7
101	571	208	24.12.2021	2,44
102	173	124	24.12.2021	3,04
103	745	756	24.12.2021	0,23
104	219	124	24.12.2021	-0,86
105	76	124	24.12.2021	-4,42
106	164	934	24.12.2021	4,15
107	219	986	24.12.2021	-2,28
108	358	36	24.12.2021	-1,12
109	645	156	24.12.2021	0,05
110	884	946	24.12.2021	-0,19
111	386	934	24.12.2021	1,1
112	845	208	24.12.2021	-4,11
113	78	702	24.12.2021	-3,95
114	503	933	24.12.2021	-3,02
115	11	985	24.12.2021	4,66
116	328	960	24.12.2021	4,07
117	286	702	24.12.2021	0,42
118	348	978	24.12.2021	-4,72
119	509	985	24.12.2021	-2,76
120	135	985	24.12.2021	-0,59
121	298	702	24.12.2021	-3,7
122	185	156	24.12.2021	3,51
123	467	756	24.12.2021	-3,51
124	64	208	24.12.2021	-1,09
125	758	756	24.12.2021	4,88
126	742	702	24.12.2021	2,99
127	518	946	24.12.2021	-4,04
128	331	124	24.12.2021	-4,43
129	220	933	24.12.2021	-0,32
130	980	156	24.12.2021	-3,77
131	221	960	24.12.2021	-0,59
132	428	960	24.12.2021	4,48
133	815	826	24.12.2021	3,2
134	992	840	24.12.2021	-0,96
135	732	702	24.12.2021	4,92
136	701	826	24.12.2021	-3,81
137	912	36	24.12.2021	-3,55
138	999	36	24.12.2021	-2,68
139	349	702	24.12.2021	0,49
140	203	934	24.12.2021	-0,79
141	378	208	24.12.2021	4,17
142	641	756	24.12.2021	-3,32
143	469	946	24.12.2021	0,7
144	537	975	24.12.2021	3,26
145	410	933	24.12.2021	2,03
146	817	36	24.12.2021	1,36
147	688	975	24.12.2021	2,2
148	434	934	24.12.2021	-0,08
149	833	986	24.12.2021	0,49
150	668	985	24.12.2021	-3,09
151	225	156	24.12.2021	-1,16
152	87	756	24.12.2021	0,38
153	38	756	24.12.2021	3,32
154	612	960	24.12.2021	-1,18
155	735	208	24.12.2021	-1,96
156	652	975	24.12.2021	0,46
157	255	986	24.12.2021	-0,2
158	237	36	24.12.2021	-3,71
159	932	944	24.12.2021	1,37
160	479	975	24.12.2021	1,99
161	766	156	24.12.2021	0,75
162	665	36	24.12.2021	-2,11
163	199	978	24.12.2021	-1,4
164	755	944	24.12.2021	0,72
165	638	985	24.12.2021	-3,19
166	167	208	24.12.2021	-2,88
167	92	756	24.12.2021	2,26
168	447	156	24.12.2021	2,31
169	847	826	24.12.2021	-0,95
170	204	944	24.12.2021	3,16
171	278	978	24.12.2021	1,4
172	425	986	24.12.2021	1,33
173	575	933	24.12.2021	1,27
174	47	975	24.12.2021	0,39
175	31	944	24.12.2021	-2
176	246	986	24.12.2021	-0,46
177	891	944	24.12.2021	2,37
178	899	756	24.12.2021	0,89
179	185	756	24.12.2021	-0,94
180	529	944	24.12.2021	-3,17
181	177	975	24.12.2021	0,64
182	620	978	24.12.2021	-3,02
183	559	840	24.12.2021	4,09
184	623	960	24.12.2021	3,66
185	849	960	24.12.2021	-0,07
186	8	933	24.12.2021	3,74
187	678	36	24.12.2021	1,25
188	402	944	24.12.2021	1,01
189	751	960	24.12.2021	0,27
190	728	985	24.12.2021	4,57
191	59	756	24.12.2021	-4,28
192	726	826	24.12.2021	4,7
193	782	840	24.12.2021	-2,52
194	72	975	24.12.2021	-4,96
195	457	756	24.12.2021	-0,54
196	472	933	24.12.2021	1,84
197	706	702	24.12.2021	4,29
198	573	975	24.12.2021	1,84
199	611	702	24.12.2021	-3,45
200	105	36	24.12.2021	-3,52
201	270	975	24.12.2021	3,88
202	289	36	24.12.2021	1,44
203	640	36	24.12.2021	3,17
204	657	208	24.12.2021	-3,16
205	782	985	24.12.2021	-3,62
206	688	933	24.12.2021	4,89
207	14	36	24.12.2021	-0,29
208	567	960	24.12.2021	3,26
209	398	156	24.12.2021	-3,33
210	403	986	24.12.2021	4,42
211	559	702	24.12.2021	1,75
212	579	975	24.12.2021	-1,07
213	601	826	24.12.2021	-4,91
214	277	944	24.12.2021	3,89
215	396	36	24.12.2021	-3,06
216	654	975	24.12.2021	0,72
217	167	156	24.12.2021	-0,52
218	419	946	24.12.2021	3,09
219	414	960	24.12.2021	3,61
220	593	986	24.12.2021	-1,24
221	293	944	24.12.2021	-0,18
222	918	840	24.12.2021	0,28
223	744	934	24.12.2021	-0,49
224	502	702	24.12.2021	4,11
225	469	208	24.12.2021	-4,55
226	122	985	24.12.2021	-1,92
227	567	156	24.12.2021	1,21
228	611	986	24.12.2021	1,56
229	189	826	24.12.2021	-4,21
230	612	944	24.12.2021	-4,75
231	540	946	24.12.2021	-0,23
232	472	985	24.12.2021	4,57
233	840	124	24.12.2021	-2,87
234	785	826	24.12.2021	-2,19
235	691	124	24.12.2021	-1,16
236	560	985	24.12.2021	-0,14
237	169	208	24.12.2021	4,61
238	185	960	24.12.2021	2,04
239	786	978	24.12.2021	-0,86
240	899	36	24.12.2021	0,66
241	479	975	24.12.2021	2,94
242	703	826	24.12.2021	1,84
243	220	36	24.12.2021	-1,8
244	899	934	24.12.2021	-0,68
245	959	975	24.12.2021	-4,81
246	554	702	24.12.2021	-1,18
247	576	978	24.12.2021	0,51
248	866	702	24.12.2021	-2,69
249	200	156	24.12.2021	-4,28
250	499	978	24.12.2021	-2,02
251	198	208	24.12.2021	3,59
252	302	944	24.12.2021	-0,14
253	550	36	24.12.2021	0,94
254	790	124	24.12.2021	0,95
255	526	208	24.12.2021	1,77
256	893	978	24.12.2021	1,63
257	648	944	24.12.2021	0,63
258	213	826	24.12.2021	-0,19
259	892	124	24.12.2021	1,15
260	374	985	24.12.2021	3,71
261	275	208	24.12.2021	-2,19
262	138	986	24.12.2021	-1,16
263	419	934	24.12.2021	-0,81
264	91	702	24.12.2021	2,98
265	366	934	24.12.2021	-0,76
266	844	986	24.12.2021	-0,54
267	50	978	24.12.2021	3,47
268	796	946	24.12.2021	0,79
269	641	840	24.12.2021	4,76
270	332	986	24.12.2021	4,77
271	586	986	24.12.2021	2,15
272	230	124	24.12.2021	-2,22
273	247	156	24.12.2021	-3,15
274	931	124	24.12.2021	-2,4
275	42	156	24.12.2021	-3,11
276	225	986	24.12.2021	-3,54
277	943	826	24.12.2021	3,21
278	530	702	24.12.2021	2,68
279	440	208	24.12.2021	0,65
280	464	946	24.12.2021	-0,2
281	968	124	24.12.2021	-1,69
282	153	124	24.12.2021	-4,66
283	396	986	24.12.2021	3,17
