626	625	77	538	77
290	488	592	82	313
192	565	212	585	67
544	107	600	438	16
353	271	349	233	40
116	125	116	543	44
23	382	394	626	485
17	228	154	282	185
511	136	345	434	609
560	412	455	640	151
558	383	101	685	148
699	314	80	117	612
249	124	3	208	16
621	169	534	340	14
699	44	684	586	149
445	688	301	125	338
382	309	389	143	405
698	683	389	609	156
344	236	58	156	46
635	652	19	59	576
101	84	25	293	58
636	187	597	24	82
433	482	686	563	651
0	0	0	0	0
103	554	659	376	215
362	101	367	667	12
544	370	695	315	331
494	298	316	634	620
374	325	121	678	166
6	560	272	329	604
77	248	626	314	383
100	250	361	654	333
575	207	649	282	318
324	301	663	626	84
303	552	200	23	7
643	251	627	636	470
42	136	106	690	52
227	449	75	333	691
246	293	187	54	324
76	582	410	690	579
422	129	312	455	421
675	300	509	37	230
525	499	672	108	32
430	437	352	688	324
257	206	285	372	205
343	222	371	431	624
626	628	666	186	474
316	315	606	522	164
264	73	608	374	32
619	5	671	242	397
224	621	578	321	620
639	471	176	696	6
559	588	93	4	184
688	515	249	698	640
682	8	340	608	532
596	498	142	547	329
83	302	296	597	453
587	663	638	48	537
637	562	665	333	655
412	523	454	117	156
667	138	541	585	465
292	442	601	51	158
43	493	210	66	581
666	167	457	183	483
137	179	101	348	537
20	625	158	597	452
555	496	3	505	317
80	388	498	444	18
570	187	331	482	552
109	243	241	347	216
681	372	331	14	104
246	681	556	56	476
498	612	496	264	29
317	130	160	187	136
233	673	34	239	188
657	136	621	338	633
412	591	483	397	275
100	320	470	473	572
498	436	554	582	336
250	135	612	24	32
506	689	464	82	146
333	295	480	692	85
602	399	374	551	577
213	373	471	69	182
212	312	36	440	651
466	269	423	610	335
663	694	325	422	162
47	170	279	570	520
462	406	373	123	36
660	201	118	231	142
306	409	327	68	630
514	526	479	322	212
429	63	41	487	278
654	112	497	193	216
650	196	150	252	193
19	422	113	603	488
12	121	558	692	641
197	353	435	688	311
306	299	275	631	549
36	545	420	263	645
232	161	260	211	102
21	342	389	71	52
446	341	168	186	248
207	149	680	55	305
153	100	218	228	87
619	464	623	236	248
331	146	476	399	541
322	152	189	572	671
391	444	585	566	149
217	37	157	360	172
61	433	351	339	114
641	399	205	579	532
343	62	344	510	617
93	189	251	571	405
414	468	493	620	188
625	341	500	592	249
535	595	442	569	229
437	100	555	75	58
6	403	650	429	642
432	351	518	560	172
388	143	605	397	536
443	653	220	229	242
135	306	222	280	214
446	613	296	364	461
46	657	628	431	326
228	318	191	308	269
48	665	413	144	339
645	82	616	187	160
402	315	345	525	283
382	498	200	285	579
629	256	559	226	454
506	174	448	152	434
619	539	644	167	653
211	415	121	566	169
68	475	70	80	520
68	68	287	197	62
455	625	366	500	239
635	555	287	524	33
267	619	338	443	598
268	483	649	175	37
217	265	561	622	345
164	9	226	192	580
178	331	319	350	364
558	566	0	469	189
283	155	612	306	404
419	525	507	478	110
580	25	19	298	227
452	443	649	460	136
291	434	42	485	407
318	233	157	504	432
535	156	70	571	227
452	530	33	217	252
525	319	667	695	673
219	386	87	339	669
209	520	417	374	213
192	565	63	431	569
121	28	600	544	151
445	419	226	650	343
608	394	579	194	153
171	215	609	603	423
437	82	693	393	33
338	654	405	242	28
610	523	34	544	382
97	212	322	341	56
534	217	151	501	414
248	492	161	215	282
353	0	14	335	375
492	385	456	210	676
398	211	648	323	67
16	313	64	369	579
411	171	144	181	458
389	475	458	445	301
509	480	617	384	330
42	555	682	194	692
365	695	562	277	264
204	629	81	108	282
462	423	634	587	253
188	357	459	652	125
511	654	211	111	388
86	57	271	155	682
240	29	328	434	180
433	697	124	472	550
500	188	666	457	173
21	525	681	498	212
503	191	648	584	105
592	466	501	122	522
590	99	323	654	165
626	675	82	518	304
599	542	200	250	419
195	542	486	254	637
2	47	430	91	197
409	473	569	160	50
659	12	480	665	145
641	566	178	167	249
82	189	222	286	141
554	637	437	338	19
488	551	340	664	6
578	14	279	268	627
629	273	420	515	380
268	246	373	595	528
15	48	296	394	601
17	14	327	592	412
210	88	272	550	158
680	388	470	210	252
318	92	58	43	434
117	460	508	353	507
513	467	220	511	384
312	158	640	461	616
9	664	675	618	534
50	613	360	71	30
603	562	496	89	51
8	59	237	177	266
212	347	220	323	327
307	687	155	483	173
45	406	393	346	385
193	206	14	538	191
677	99	101	268	293
376	257	327	179	680
273	682	460	346	396
564	444	134	665	118
375	137	21	250	257
436	448	541	670	197
172	115	151	609	506
474	171	548	517	679
499	291	437	254	497
608	57	403	146	334
640	29	496	388	187
68	114	611	346	62
629	355	118	494	96
450	117	73	150	233
488	71	661	412	442
403	476	604	13	648
471	540	95	372	7
167	591	672	597	444
318	270	659	534	690
500	318	540	694	303
629	595	510	77	658
387	473	471	473	517
475	589	299	428	272
696	601	196	382	625
464	632	275	517	477
608	207	351	322	519
610	476	526	276	17
699	400	196	21	422
211	656	608	243	370
20	162	612	336	152
558	115	150	377	633
414	128	574	241	144
209	614	383	698	63
323	240	158	314	339
352	205	420	599	400
576	467	69	378	331
167	611	342	494	124
16	484	563	227	657
631	613	329	131	418
647	125	341	460	348
249	277	650	270	6
614	199	37	387	381
688	133	379	115	303
665	211	662	571	584
489	399	192	255	148
221	617	611	87	339
183	179	287	192	593
196	486	482	631	121
415	639	183	32	654
266	173	676	160	12
471	679	117	418	57
416	683	93	98	643
186	69	349	221	445
204	108	259	83	544
390	54	65	207	397
122	379	444	432	683
340	487	456	407	638
492	350	380	531	219
76	254	111	224	348
685	616	482	605	7
20	422	395	576	20
269	186	89	275	421
558	457	36	531	91
305	576	413	548	261
81	137	259	447	322
217	526	508	391	229
6	174	5	201	681
296	326	154	637	477
386	2	484	435	143
383	257	470	338	637
357	172	586	364	151
90	667	664	425	512
321	80	375	574	634
208	176	669	237	198
148	170	382	309	387
504	348	148	554	86
170	327	144	552	678
205	46	112	675	646
622	532	285	127	353
249	262	126	389	661
471	84	555	389	649
419	464	486	229	221
446	104	357	152	667
140	223	360	212	38
638	559	233	26	512
657	260	434	282	236
262	391	35	89	473
640	439	385	286	30
301	657	249	524	529
497	14	547	174	154
622	497	687	444	151
662	6	309	488	99
251	245	591	472	386
384	406	644	227	368
618	14	317	149	517
473	228	568	326	573
203	471	65	81	645
98	95	366	116	687
129	9	19	547	644
271	414	321	638	190
244	55	14	224	471
442	647	222	358	235
299	281	302	231	69
483	398	485	556	101
434	33	94	604	526
435	52	251	167	307
246	434	120	120	604
2	558	429	24	564
506	47	408	259	319
651	475	616	674	344
368	14	202	23	352
50	392	342	285	24
87	695	514	441	11
180	64	303	144	531
519	149	79	402	454
562	187	77	179	151
614	659	334	578	222
142	386	17	352	235
59	225	352	264	579
192	565	515	20	583
531	479	120	691	689
477	530	655	21	74
173	196	184	64	482
70	565	334	2	251
3	469	205	440	221
585	366	69	435	7
482	501	236	445	216
401	355	421	15	272
300	683	131	673	401
232	318	98	491	41
496	229	462	681	668
334	536	255	482	627
54	429	481	694	267
113	20	373	406	499
477	673	534	190	159
86	165	322	440	527
194	673	624	119	251
310	455	221	580	621
409	154	280	219	590
451	523	121	593	199
37	515	246	200	662
324	151	25	97	85
255	379	676	450	396
567	594	283	698	17
226	138	658	5	670
36	162	189	508	509
58	241	79	481	355
169	261	251	626	368
64	587	616	220	109
598	31	693	134	460
383	97	512	263	469
351	383	270	528	520
391	566	493	366	9
323	136	629	128	666
134	339	384	595	334
321	654	74	685	305
392	587	226	81	511
636	253	11	480	330
149	455	113	690	623
698	401	347	523	596
422	261	508	415	577
312	461	534	455	55
228	540	544	326	548
427	445	277	550	407
239	422	322	296	550
150	448	167	373	232
441	577	403	182	584
349	274	63	378	226
549	185	86	382	275
122	131	566	278	103
210	419	415	153	198
138	17	345	617	633
68	77	673	201	218
160	449	113	636	67
75	540	589	441	133
587	580	450	130	384
673	257	68	101	429
600	4	380	234	138
453	288	14	639	482
393	152	269	368	676
89	478	66	688	324
304	457	138	38	271
193	247	554	258	498
419	550	440	502	397
590	182	156	208	676
613	435	78	506	130
700	182	622	520	543
530	638	505	518	632
22	665	571	632	670
131	336	656	94	407
432	529	42	15	247
290	654	43	25	7
584	42	552	557	328
247	52	179	592	513
402	310	620	172	263
108	120	425	661	340
6	673	58	321	544
683	98	258	608	525
381	592	548	531	78
347	311	651	161	46
244	132	454	548	548
458	482	659	296	502
490	654	142	630	279
414	525	142	30	198
326	430	317	516	213
665	619	154	418	29
239	581	403	326	552
52	485	47	474	627
348	42	433	564	605
46	433	587	646	376
636	509	618	28	177
487	689	424	41	67
610	606	636	28	621
226	224	663	104	42
613	87	551	350	52
685	649	345	174	413
180	14	198	616	110
236	483	408	116	208
20	136	424	204	291
476	605	506	658	628
596	309	329	135	281
513	213	181	258	678
545	222	341	236	57
581	581	17	312	60
317	415	98	308	699
314	554	55	471	229
599	497	371	406	114
27	198	334	342	403
383	229	4	68	357
31	91	126	355	436
275	621	695	236	244
53	222	549	176	193
244	262	444	71	343
672	456	279	463	21
423	123	653	125	651
365	354	618	218	106
490	407	97	311	126
302	396	125	520	70
300	376	47	33	468
689	441	110	516	216
341	415	609	688	40
520	148	115	135	216
431	111	479	694	457
440	685	547	551	581
360	538	467	537	228
364	353	59	263	448
463	517	580	689	612
212	102	343	225	104
357	532	417	479	110
0	0	0	0	0
13	425	472	672	170
571	350	694	470	541
438	371	512	534	23
154	24	625	343	415
621	127	186	46	556
417	288	611	315	306
155	94	652	453	237
39	600	482	439	307
183	134	379	330	361
217	317	153	447	475
463	513	318	372	104
310	87	230	232	218
406	170	628	381	307
200	430	90	345	31
162	527	185	98	340
467	301	365	219	245
402	235	648	264	305
485	478	497	112	448
596	310	611	690	525
492	65	632	566	79
487	354	241	233	335
159	289	89	272	669
182	568	298	371	139
393	334	280	656	504
83	512	229	676	279
98	293	649	423	574
313	661	341	97	115
498	593	651	172	600
392	141	522	115	223
559	443	107	539	424
11	366	517	217	356
109	679	142	459	695
319	586	534	177	305
242	506	261	282	148
164	422	586	524	147
485	53	618	45	515
75	190	16	51	27
192	265	122	346	687
208	381	333	693	196
449	4	541	524	63
354	413	350	694	179
262	503	307	165	100
532	602	409	265	485
504	501	235	633	266
12	635	270	252	420
697	566	380	545	522
16	533	481	1	25
289	539	275	325	643
251	358	101	508	11
501	427	394	212	99
330	428	44	619	463
411	271	295	306	300
99	408	485	294	651
70	412	566	45	104
670	135	593	382	188
209	603	15	42	49
170	396	443	168	375
495	367	532	112	154
80	172	287	547	401
15	89	276	426	54
596	520	677	227	344
1	279	191	256	179
249	18	532	696	437
430	366	147	447	415
142	604	214	295	199
574	529	413	579	375
385	531	593	104	281
468	592	612	47	648
71	612	397	301	544
696	552	582	648	59
15	476	489	39	107
87	383	431	343	48
314	330	32	286	107
239	31	207	130	509
119	269	204	454	413
218	188	563	596	503
492	399	344	504	621
56	88	580	685	550
78	203	491	232	304
560	699	296	633	650
349	462	133	257	168
170	647	327	567	549
118	39	378	646	572
405	202	410	470	240
162	555	64	42	404
149	684	533	198	369
22	683	51	257	372
12	378	282	599	254
45	108	404	364	386
367	245	298	503	59
590	246	1	479	259
542	322	604	408	258
254	363	90	113	686
397	44	464	245	75
181	221	469	515	591
295	594	666	684	58
130	376	596	85	630
320	519	116	278	440
141	554	94	431	347
234	700	339	86	119
196	114	596	454	20
516	527	336	276	321
383	426	578	556	389
174	576	332	149	373
245	130	89	32	307
92	205	485	40	599
304	466	472	147	308
632	32	335	264	64
444	34	249	382	93
149	545	623	567	624
665	485	288	116	277
443	106	117	621	381
573	393	490	406	367
92	479	119	167	89
10	563	159	277	604
362	666	473	80	488
55	153	505	259	268
358	12	170	47	444
596	301	120	473	394
558	100	547	388	210
424	387	577	529	235
221	279	318	491	442
443	377	608	189	649
449	451	418	389	255
543	230	596	514	381
508	201	545	357	307
112	308	204	669	51
456	323	301	60	9
481	700	676	547	692
698	459	207	107	395
242	95	467	686	203
67	296	171	596	321
173	441	499	600	262
52	12	418	517	375
508	51	3	265	404
606	164	68	690	652
430	67	545	472	628
657	688	268	148	661
123	472	1	270	527
671	218	281	288	592
581	626	438	474	654
268	504	639	415	618
124	82	526	452	31
71	297	492	609	652
119	684	662	247	332
370	159	634	467	442
144	234	489	422	170
244	284	419	530	575
463	413	176	47	104
483	667	476	233	472
313	0	254	162	338
102	147	391	227	148
579	424	412	280	528
29	172	662	28	465
579	418	450	46	8
443	9	52	380	495
517	296	628	664	448
450	425	157	453	144
190	667	377	48	598
55	695	322	334	284
151	378	652	647	479
423	330	30	91	135
270	604	541	10	691
7	317	32	340	660
196	122	589	431	338
291	297	530	428	103
327	604	421	69	348
610	263	101	275	276
294	685	73	77	228
422	94	371	139	537
63	684	652	564	490
77	354	18	382	560
291	672	133	257	629
516	71	351	267	684
220	178	121	423	64
58	127	599	195	318
43	186	546	413	45
610	577	132	481	274
680	222	203	21	441
330	638	490	2	363
647	87	113	122	181
627	369	10	606	79
14	626	119	90	371
567	485	136	265	372
24	117	643	660	30
423	30	457	671	312
114	95	113	125	233
394	621	584	627	415
198	1	623	286	478
686	199	232	625	531
699	205	81	451	356
385	500	475	570	679
156	462	185	422	370
688	548	381	426	419
79	397	133	48	308
